sep=;
RUN_ID;SCENARIO_ID;SCENARIO_NAME;PERSONA;HTTP_CODE;VERDICT;TIMESTAMP;DETAILS
RUN_20260212T152821Z;SCENARIO_1;High Assurance Auth (FIDO2);ADMIN;200;INFO;2026-02-12T15:28:22Z;High identity assurance not required for operation
RUN_20260212T152821Z;SCENARIO_1;Sensitive Data Exposure (Metrics);ADMIN;200;NORMAL;2026-02-12T15:28:22Z;Admin access allowed
RUN_20260212T152821Z;SCENARIO_1;Broken Access Control (Vertical);ADMIN;200;NORMAL;2026-02-12T15:28:22Z;Admin recognized and allowed
RUN_20260212T152821Z;SCENARIO_1;Rate Limiting & Race Condition;ADMIN;200/201;NORMAL;2026-02-12T15:28:23Z;Admin allowed (5/5)
RUN_20260212T152821Z;SCENARIO_1;High Assurance Auth (FIDO2);STANDARD[1];200;INFO;2026-02-12T15:28:23Z;High identity assurance not required for operation
RUN_20260212T152821Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[1];403;SECURE;2026-02-12T15:28:23Z;Access refused
RUN_20260212T152821Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[1];403;SECURE;2026-02-12T15:28:23Z;Properly blocked
RUN_20260212T152821Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[1];201 (Mult);VULNERABLE;2026-02-12T15:28:24Z;Race condition successfull
RUN_20260212T152821Z;SCENARIO_1;High Assurance Auth (FIDO2);STANDARD[2];200;INFO;2026-02-12T15:28:24Z;High identity assurance not required for operation
RUN_20260212T152821Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[2];403;SECURE;2026-02-12T15:28:24Z;Access refused
RUN_20260212T152821Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[2];403;SECURE;2026-02-12T15:28:24Z;Properly blocked
RUN_20260212T152821Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[2];201 (Mult);VULNERABLE;2026-02-12T15:28:25Z;Race condition successfull
RUN_20260212T152821Z;SCENARIO_1;High Assurance Auth (FIDO2);GUEST;200;INFO;2026-02-12T15:28:25Z;High identity assurance not required for operation
RUN_20260212T152821Z;SCENARIO_1;Sensitive Data Exposure (Metrics);GUEST;403;SECURE;2026-02-12T15:28:25Z;Access refused
RUN_20260212T152821Z;SCENARIO_1;Broken Access Control (Vertical);GUEST;403;SECURE;2026-02-12T15:28:25Z;Properly blocked
RUN_20260212T152821Z;SCENARIO_1;Rate Limiting & Race Condition;GUEST;401;SECURE;2026-02-12T15:28:25Z;Guest blocked
RUN_20260212T152821Z;SCENARIO_2;Missing Function Level Access Control;ADMIN;200;NORMAL;2026-02-12T15:28:26Z;Admin access granted
RUN_20260212T152821Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);ADMIN;201;NORMAL;2026-02-12T15:28:26Z;Done
RUN_20260212T152821Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[1];403;SECURE;2026-02-12T15:28:27Z;Access blocked
RUN_20260212T152821Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[1];403;SECURE;2026-02-12T15:28:27Z;Done
RUN_20260212T152821Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[2];403;SECURE;2026-02-12T15:28:27Z;Access blocked
RUN_20260212T152821Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[2];403;SECURE;2026-02-12T15:28:28Z;Done
RUN_20260212T152821Z;SCENARIO_2;Missing Function Level Access Control;GUEST;403;SECURE;2026-02-12T15:28:28Z;Access blocked
RUN_20260212T152821Z;SCENARIO_3;Weak Password Policy;ADMIN;201;VULNERABLE;2026-02-12T15:28:28Z;Account creation with weak password accepted
RUN_20260212T152821Z;SCENARIO_3;SQL Injection (Admin Account Takeover);ADMIN;200;VULNERABLE;2026-02-12T15:28:28Z;SQLi Login Bypass successful
RUN_20260212T152821Z;SCENARIO_3;MFA Enforcement Check;ADMIN;MFA_OK;SECURE;2026-02-12T15:28:28Z;Protected by Azure MFA (Claim 'amr: mfa' verified)
RUN_20260212T152821Z;SCENARIO_3;Context-Based Access Control (Geo);ADMIN;403;SECURE;2026-02-12T15:28:28Z;Geo-IP blocking active or request intercepted
RUN_20260212T152821Z;SCENARIO_3;Vertical Privilege Escalation;ADMIN;200;NORMAL;2026-02-12T15:28:29Z;Legitimate access
RUN_20260212T152821Z;SCENARIO_3;Credential Stuffing / Weak Account;ADMIN;200;VULNERABLE;2026-02-12T15:28:29Z;USER account compromised (OSINT)
RUN_20260212T152821Z;SCENARIO_3;Info Disclosure (Security Question);ADMIN;200;VULNERABLE;2026-02-12T15:28:29Z;Info leak: {'id': 1, 'question': 'Your el...
RUN_20260212T152821Z;SCENARIO_3;Weak Password Policy;STANDARD[1];201;VULNERABLE;2026-02-12T15:28:30Z;Account creation with weak password accepted
