sep=;
RUN_ID;SCENARIO_ID;SCENARIO_NAME;PERSONA;HTTP_CODE;VERDICT;TIMESTAMP;DETAILS
RUN_20260212T154834Z;SCENARIO_1;High Assurance Auth (FIDO2);ADMIN;200;ACCESS_POLICY;2026-02-12T15:48:35Z;Privileged access granted with high-assurance authentication
RUN_20260212T154834Z;SCENARIO_1;Sensitive Data Exposure (Metrics);ADMIN;401;SENSITIVE_OPERATION;2026-02-12T15:48:35Z;High-assurance authentication required for privileged action
RUN_20260212T154834Z;SCENARIO_1;Broken Access Control (Vertical);ADMIN;200;NORMAL;2026-02-12T15:48:35Z;Admin recognized and allowed
RUN_20260212T154834Z;SCENARIO_1;Rate Limiting & Race Condition;ADMIN;200/201;NORMAL;2026-02-12T15:48:37Z;Admin allowed (5/5)
RUN_20260212T154834Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[1];403;SECURE;2026-02-12T15:48:37Z;Access refused
RUN_20260212T154834Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[1];403;SECURE;2026-02-12T15:48:38Z;Properly blocked
RUN_20260212T154834Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[1];201 (Mult);VULNERABLE;2026-02-12T15:48:38Z;Race condition successfull
RUN_20260212T154834Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[2];403;SECURE;2026-02-12T15:48:39Z;Access refused
RUN_20260212T154834Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[2];403;SECURE;2026-02-12T15:48:39Z;Properly blocked
RUN_20260212T154834Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[2];201 (Mult);VULNERABLE;2026-02-12T15:48:40Z;Race condition successfull
RUN_20260212T154834Z;SCENARIO_1;Sensitive Data Exposure (Metrics);GUEST;403;SECURE;2026-02-12T15:48:40Z;Access refused
RUN_20260212T154834Z;SCENARIO_1;Broken Access Control (Vertical);GUEST;403;SECURE;2026-02-12T15:48:41Z;Properly blocked
RUN_20260212T154834Z;SCENARIO_1;Rate Limiting & Race Condition;GUEST;401;SECURE;2026-02-12T15:48:41Z;Guest blocked
RUN_20260212T154834Z;SCENARIO_2;Missing Function Level Access Control;ADMIN;200;NORMAL;2026-02-12T15:48:42Z;Admin access granted
RUN_20260212T154834Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);ADMIN;201;NORMAL;2026-02-12T15:48:42Z;Done
RUN_20260212T154834Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[1];403;SECURE;2026-02-12T15:48:43Z;Access blocked
RUN_20260212T154834Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[1];403;SECURE;2026-02-12T15:48:43Z;Done
RUN_20260212T154834Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[2];403;SECURE;2026-02-12T15:48:43Z;Access blocked
RUN_20260212T154834Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[2];403;SECURE;2026-02-12T15:48:44Z;Done
RUN_20260212T154834Z;SCENARIO_2;Missing Function Level Access Control;GUEST;403;SECURE;2026-02-12T15:48:44Z;Access blocked
RUN_20260212T154834Z;SCENARIO_3;Weak Password Policy;ADMIN;201;VULNERABLE;2026-02-12T15:48:45Z;Account creation with weak password accepted
RUN_20260212T154834Z;SCENARIO_3;SQL Injection (Admin Account Takeover);ADMIN;200;VULNERABLE;2026-02-12T15:48:45Z;SQLi Login Bypass successful
RUN_20260212T154834Z;SCENARIO_3;MFA Enforcement Check;ADMIN;MFA_OK;SECURE;2026-02-12T15:48:45Z;Protected by Azure MFA (Claim 'amr: mfa' verified)
RUN_20260212T154834Z;SCENARIO_3;Context-Based Access Control (Geo);ADMIN;403;SECURE;2026-02-12T15:48:45Z;Geo-IP blocking active or request intercepted
RUN_20260212T154834Z;SCENARIO_3;Vertical Privilege Escalation;ADMIN;200;NORMAL;2026-02-12T15:48:45Z;Legitimate access
RUN_20260212T154834Z;SCENARIO_3;Credential Stuffing / Weak Account;ADMIN;200;VULNERABLE;2026-02-12T15:48:45Z;USER account compromised (OSINT)
RUN_20260212T154834Z;SCENARIO_3;Info Disclosure (Security Question);ADMIN;200;VULNERABLE;2026-02-12T15:48:45Z;Info leak: {'id': 1, 'question': 'Your el...
RUN_20260212T154834Z;SCENARIO_3;Weak Password Policy;STANDARD[1];201;VULNERABLE;2026-02-12T15:48:46Z;Account creation with weak password accepted
RUN_20260212T154834Z;SCENARIO_3;SQL Injection (Admin Account Takeover);STANDARD[1];200;VULNERABLE;2026-02-12T15:48:46Z;SQLi Login Bypass successful
RUN_20260212T154834Z;SCENARIO_3;MFA Enforcement Check;STANDARD[1];MFA_OK;SECURE;2026-02-12T15:48:46Z;Protected by Azure MFA (Claim 'amr: mfa' verified)
RUN_20260212T154834Z;SCENARIO_3;Context-Based Access Control (Geo);STANDARD[1];403;SECURE;2026-02-12T15:48:46Z;Geo-IP blocking active or request intercepted
RUN_20260212T154834Z;SCENARIO_3;Vertical Privilege Escalation;STANDARD[1];403;SECURE;2026-02-12T15:48:46Z;Admin session bootstrap refused
RUN_20260212T154834Z;SCENARIO_3;Credential Stuffing / Weak Account;STANDARD[1];200;VULNERABLE;2026-02-12T15:48:46Z;USER account compromised (OSINT)
RUN_20260212T154834Z;SCENARIO_3;Info Disclosure (Security Question);STANDARD[1];200;NORMAL;2026-02-12T15:48:47Z;USER sees their own question
RUN_20260212T154834Z;SCENARIO_3;Weak Password Policy;STANDARD[2];201;VULNERABLE;2026-02-12T15:48:47Z;Account creation with weak password accepted
RUN_20260212T154834Z;SCENARIO_3;SQL Injection (Admin Account Takeover);STANDARD[2];200;VULNERABLE;2026-02-12T15:48:47Z;SQLi Login Bypass successful
RUN_20260212T154834Z;SCENARIO_3;MFA Enforcement Check;STANDARD[2];MFA_OK;SECURE;2026-02-12T15:48:47Z;Protected by Azure MFA (Claim 'amr: mfa' verified)
RUN_20260212T154834Z;SCENARIO_3;Context-Based Access Control (Geo);STANDARD[2];403;SECURE;2026-02-12T15:48:47Z;Geo-IP blocking active or request intercepted
RUN_20260212T154834Z;SCENARIO_3;Vertical Privilege Escalation;STANDARD[2];403;SECURE;2026-02-12T15:48:47Z;Admin session bootstrap refused
RUN_20260212T154834Z;SCENARIO_3;Credential Stuffing / Weak Account;STANDARD[2];200;NORMAL;2026-02-12T15:48:48Z;Legitimate login (Self)
RUN_20260212T154834Z;SCENARIO_3;Info Disclosure (Security Question);STANDARD[2];200;VULNERABLE;2026-02-12T15:48:48Z;Info leak: {'id': 1, 'question': 'Your el...
RUN_20260212T154834Z;SCENARIO_3;Weak Password Policy;GUEST;401;SECURE;2026-02-12T15:48:48Z;Strict password policy enforced
