schema_version;run_id;attempt_seq;attempt_id;scenario_id;persona_id;action_id;action_name;action_type;target_system;endpoint;http_method;ts_start_utc;ts_end_utc;duration_ms;technical_status;functional_outcome;http_status_code;error_type;error_message_hash;response_size_bytes;response_body_hash;request_fingerprint
1.2;RUN_20260212T145704Z;1;RUN_20260212T145704Z__A0001;SCENARIO_1;ADMIN;step_1;POST /rest/user/login;HTTP_CALL;OWASP_JUICE_SHOP;/rest/user/login;POST;2026-02-12T14:57:04Z;2026-02-12T14:57:05Z;340;OK;ALLOW;200;;;799;ad3ae0e202c63a9bd520f10210c51b54c13c4c7991bcd31f9617d79f4062c51b;
1.2;RUN_20260212T145704Z;2;RUN_20260212T145704Z__A0002;SCENARIO_1;ADMIN;step_2;GET /metrics;HTTP_CALL;OWASP_JUICE_SHOP;/metrics;GET;2026-02-12T14:57:05Z;2026-02-12T14:57:05Z;282;OK;ALLOW;200;;;24742;77a209d3cf75c6675811e61e3f584a55a0bd4ebedf1f2b9d908468885f16d3f4;
1.2;RUN_20260212T145704Z;3;RUN_20260212T145704Z__A0003;SCENARIO_1;ADMIN;step_3;GET /rest/admin/application-configuration;HTTP_CALL;OWASP_JUICE_SHOP;/rest/admin/application-configuration;GET;2026-02-12T14:57:05Z;2026-02-12T14:57:10Z;4672;OK;ALLOW;200;;;21730;834a4300379392d0abc23a4acd355eae80a855b84d7f3179cd5346cfb6c198a5;
1.2;RUN_20260212T145704Z;8;RUN_20260212T145704Z__A0004;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:57:10Z;2026-02-12T14:57:10Z;280;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145704Z;8;RUN_20260212T145704Z__A0006;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:57:10Z;2026-02-12T14:57:10Z;330;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145704Z;8;RUN_20260212T145704Z__A0008;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:57:10Z;2026-02-12T14:57:10Z;365;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145704Z;8;RUN_20260212T145704Z__A0007;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:57:10Z;2026-02-12T14:57:10Z;410;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145704Z;8;RUN_20260212T145704Z__A0005;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:57:10Z;2026-02-12T14:57:10Z;495;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145704Z;9;RUN_20260212T145704Z__A0009;SCENARIO_1;STANDARD[1];step_9;POST /rest/user/login;HTTP_CALL;OWASP_JUICE_SHOP;/rest/user/login;POST;2026-02-12T14:57:10Z;2026-02-12T14:57:10Z;282;OK;ALLOW;200;;;792;64da484a39d2436ada1774716ac905dd1e2be3bc4e3db67b1be7a67f166e7eee;
1.2;RUN_20260212T145704Z;10;RUN_20260212T145704Z__A0010;SCENARIO_1;STANDARD[1];step_10;GET /metrics;HTTP_CALL;OWASP_JUICE_SHOP;/metrics;GET;2026-02-12T14:57:11Z;2026-02-12T14:57:11Z;293;OK;ALLOW;200;;;24763;535794a2982e24c1f589abbd6e8b2fe132b81fb184164826db4094e00d20ce9c;
