sep=;
RUN_ID;SCENARIO_ID;SCENARIO_NAME;PERSONA;HTTP_CODE;VERDICT;TIMESTAMP;DETAILS
RUN_20260212T152504Z;SCENARIO_1;High Assurance Auth (FIDO2);ADMIN;200;INFO;2026-02-12T15:25:05Z;High identity assurance not required for operation
RUN_20260212T152504Z;SCENARIO_1;Sensitive Data Exposure (Metrics);ADMIN;200;NORMAL;2026-02-12T15:25:05Z;Admin access allowed
RUN_20260212T152504Z;SCENARIO_1;Broken Access Control (Vertical);ADMIN;200;NORMAL;2026-02-12T15:25:06Z;Admin recognized and allowed
RUN_20260212T152504Z;SCENARIO_1;Rate Limiting & Race Condition;ADMIN;200/201;NORMAL;2026-02-12T15:25:07Z;Admin allowed (5/5)
RUN_20260212T152504Z;SCENARIO_1;High Assurance Auth (FIDO2);STANDARD[1];200;INFO;2026-02-12T15:25:07Z;High identity assurance not required for operation
RUN_20260212T152504Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[1];403;SECURE;2026-02-12T15:25:08Z;Access refused
RUN_20260212T152504Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[1];403;SECURE;2026-02-12T15:25:08Z;Properly blocked
RUN_20260212T152504Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[1];201 (Mult);VULNERABLE;2026-02-12T15:25:11Z;Race condition successfull
RUN_20260212T152504Z;SCENARIO_1;High Assurance Auth (FIDO2);STANDARD[2];200;INFO;2026-02-12T15:25:12Z;High identity assurance not required for operation
RUN_20260212T152504Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[2];403;SECURE;2026-02-12T15:25:12Z;Access refused
RUN_20260212T152504Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[2];403;SECURE;2026-02-12T15:25:12Z;Properly blocked
RUN_20260212T152504Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[2];201 (Mult);VULNERABLE;2026-02-12T15:25:13Z;Race condition successfull
RUN_20260212T152504Z;SCENARIO_1;High Assurance Auth (FIDO2);GUEST;200;INFO;2026-02-12T15:25:13Z;High identity assurance not required for operation
RUN_20260212T152504Z;SCENARIO_1;Sensitive Data Exposure (Metrics);GUEST;403;SECURE;2026-02-12T15:25:13Z;Access refused
RUN_20260212T152504Z;SCENARIO_1;Broken Access Control (Vertical);GUEST;403;SECURE;2026-02-12T15:25:13Z;Properly blocked
RUN_20260212T152504Z;SCENARIO_1;Rate Limiting & Race Condition;GUEST;401;SECURE;2026-02-12T15:25:13Z;Guest blocked
RUN_20260212T152504Z;SCENARIO_2;Missing Function Level Access Control;ADMIN;200;NORMAL;2026-02-12T15:25:14Z;Admin access granted
RUN_20260212T152504Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);ADMIN;201;NORMAL;2026-02-12T15:25:14Z;Done
RUN_20260212T152504Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[1];403;SECURE;2026-02-12T15:25:14Z;Access blocked
RUN_20260212T152504Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[1];403;SECURE;2026-02-12T15:25:14Z;Done
RUN_20260212T152504Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[2];403;SECURE;2026-02-12T15:25:15Z;Access blocked
RUN_20260212T152504Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[2];403;SECURE;2026-02-12T15:25:15Z;Done
RUN_20260212T152504Z;SCENARIO_2;Missing Function Level Access Control;GUEST;403;SECURE;2026-02-12T15:25:15Z;Access blocked
RUN_20260212T152504Z;SCENARIO_3;Weak Password Policy;ADMIN;201;VULNERABLE;2026-02-12T15:25:16Z;Account creation with weak password accepted
RUN_20260212T152504Z;SCENARIO_3;SQL Injection (Admin Account Takeover);ADMIN;200;VULNERABLE;2026-02-12T15:25:16Z;SQLi Login Bypass successful
RUN_20260212T152504Z;SCENARIO_3;MFA Enforcement Check;ADMIN;MFA_OK;SECURE;2026-02-12T15:25:16Z;Protected by Azure MFA (Claim 'amr: mfa' verified)
