sep=;
RUN_ID;SCENARIO_ID;SCENARIO_NAME;PERSONA;HTTP_CODE;VERDICT;TIMESTAMP;DETAILS
RUN_20260212T154722Z;SCENARIO_1;High Assurance Auth (FIDO2);ADMIN;200;ACCESS_POLICY;2026-02-12T15:47:24Z;Privileged access granted with high-assurance authentication
RUN_20260212T154722Z;SCENARIO_1;Sensitive Data Exposure (Metrics);ADMIN;401;SENSITIVE_OPERATION;2026-02-12T15:47:24Z;High-assurance authentication required for privileged action
RUN_20260212T154722Z;SCENARIO_1;Broken Access Control (Vertical);ADMIN;200;NORMAL;2026-02-12T15:47:24Z;Admin recognized and allowed
RUN_20260212T154722Z;SCENARIO_1;Rate Limiting & Race Condition;ADMIN;200/201;NORMAL;2026-02-12T15:47:27Z;Admin allowed (5/5)
RUN_20260212T154722Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[1];403;SECURE;2026-02-12T15:47:27Z;Access refused
RUN_20260212T154722Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[1];403;SECURE;2026-02-12T15:47:27Z;Properly blocked
RUN_20260212T154722Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[1];201 (Mult);VULNERABLE;2026-02-12T15:47:28Z;Race condition successfull
RUN_20260212T154722Z;SCENARIO_1;Sensitive Data Exposure (Metrics);STANDARD[2];403;SECURE;2026-02-12T15:47:28Z;Access refused
RUN_20260212T154722Z;SCENARIO_1;Broken Access Control (Vertical);STANDARD[2];403;SECURE;2026-02-12T15:47:28Z;Properly blocked
RUN_20260212T154722Z;SCENARIO_1;Rate Limiting & Race Condition;STANDARD[2];201 (Mult);VULNERABLE;2026-02-12T15:47:29Z;Race condition successfull
RUN_20260212T154722Z;SCENARIO_1;Sensitive Data Exposure (Metrics);GUEST;403;SECURE;2026-02-12T15:47:29Z;Access refused
RUN_20260212T154722Z;SCENARIO_1;Broken Access Control (Vertical);GUEST;403;SECURE;2026-02-12T15:47:29Z;Properly blocked
RUN_20260212T154722Z;SCENARIO_1;Rate Limiting & Race Condition;GUEST;401;SECURE;2026-02-12T15:47:29Z;Guest blocked
RUN_20260212T154722Z;SCENARIO_2;Missing Function Level Access Control;ADMIN;200;NORMAL;2026-02-12T15:47:30Z;Admin access granted
RUN_20260212T154722Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);ADMIN;201;NORMAL;2026-02-12T15:47:30Z;Done
RUN_20260212T154722Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[1];403;SECURE;2026-02-12T15:47:31Z;Access blocked
RUN_20260212T154722Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[1];403;SECURE;2026-02-12T15:47:31Z;Done
RUN_20260212T154722Z;SCENARIO_2;Missing Function Level Access Control;STANDARD[2];403;SECURE;2026-02-12T15:47:31Z;Access blocked
RUN_20260212T154722Z;SCENARIO_2;Broken Access Control / IDOR (Impersonation);STANDARD[2];403;SECURE;2026-02-12T15:47:32Z;Done
RUN_20260212T154722Z;SCENARIO_2;Missing Function Level Access Control;GUEST;403;SECURE;2026-02-12T15:47:32Z;Access blocked
RUN_20260212T154722Z;SCENARIO_3;Weak Password Policy;ADMIN;201;VULNERABLE;2026-02-12T15:47:32Z;Account creation with weak password accepted
RUN_20260212T154722Z;SCENARIO_3;SQL Injection (Admin Account Takeover);ADMIN;200;VULNERABLE;2026-02-12T15:47:33Z;SQLi Login Bypass successful
RUN_20260212T154722Z;SCENARIO_3;MFA Enforcement Check;ADMIN;MFA_OK;SECURE;2026-02-12T15:47:33Z;Protected by Azure MFA (Claim 'amr: mfa' verified)
RUN_20260212T154722Z;SCENARIO_3;Context-Based Access Control (Geo);ADMIN;403;SECURE;2026-02-12T15:47:33Z;Geo-IP blocking active or request intercepted
RUN_20260212T154722Z;SCENARIO_3;Vertical Privilege Escalation;ADMIN;200;NORMAL;2026-02-12T15:47:33Z;Legitimate access
RUN_20260212T154722Z;SCENARIO_3;Credential Stuffing / Weak Account;ADMIN;200;VULNERABLE;2026-02-12T15:47:33Z;USER account compromised (OSINT)
RUN_20260212T154722Z;SCENARIO_3;Info Disclosure (Security Question);ADMIN;200;VULNERABLE;2026-02-12T15:47:33Z;Info leak: {'id': 1, 'question': 'Your el...
RUN_20260212T154722Z;SCENARIO_3;Weak Password Policy;STANDARD[1];201;VULNERABLE;2026-02-12T15:47:34Z;Account creation with weak password accepted
RUN_20260212T154722Z;SCENARIO_3;SQL Injection (Admin Account Takeover);STANDARD[1];200;VULNERABLE;2026-02-12T15:47:34Z;SQLi Login Bypass successful
RUN_20260212T154722Z;SCENARIO_3;MFA Enforcement Check;STANDARD[1];MFA_OK;SECURE;2026-02-12T15:47:34Z;Protected by Azure MFA (Claim 'amr: mfa' verified)
RUN_20260212T154722Z;SCENARIO_3;Context-Based Access Control (Geo);STANDARD[1];403;SECURE;2026-02-12T15:47:34Z;Geo-IP blocking active or request intercepted
RUN_20260212T154722Z;SCENARIO_3;Vertical Privilege Escalation;STANDARD[1];403;SECURE;2026-02-12T15:47:34Z;Admin session bootstrap refused
