schema_version;run_id;attempt_seq;attempt_id;scenario_id;persona_id;action_id;action_name;action_type;target_system;endpoint;http_method;ts_start_utc;ts_end_utc;duration_ms;technical_status;functional_outcome;http_status_code;error_type;error_message_hash;response_size_bytes;response_body_hash;request_fingerprint
1.2;RUN_20260212T145821Z;1;RUN_20260212T145821Z__A0001;SCENARIO_1;ADMIN;step_1;POST /rest/user/login;HTTP_CALL;OWASP_JUICE_SHOP;/rest/user/login;POST;2026-02-12T14:58:21Z;2026-02-12T14:58:22Z;276;OK;ALLOW;200;;;799;70d301779a650e740f9ac690bd9414568520e63abbfca5f4cf7440821d9be6e3;
1.2;RUN_20260212T145821Z;2;RUN_20260212T145821Z__A0002;SCENARIO_1;ADMIN;step_2;GET /metrics;HTTP_CALL;OWASP_JUICE_SHOP;/metrics;GET;2026-02-12T14:58:22Z;2026-02-12T14:58:22Z;241;OK;ALLOW;200;;;24759;8a4db4cc510f1d573507b4c87a911835e504d624f2a0c75e0c60f7b0e127133d;
1.2;RUN_20260212T145821Z;3;RUN_20260212T145821Z__A0003;SCENARIO_1;ADMIN;step_3;GET /rest/admin/application-configuration;HTTP_CALL;OWASP_JUICE_SHOP;/rest/admin/application-configuration;GET;2026-02-12T14:58:22Z;2026-02-12T14:58:22Z;305;OK;ALLOW;200;;;21730;834a4300379392d0abc23a4acd355eae80a855b84d7f3179cd5346cfb6c198a5;
1.2;RUN_20260212T145821Z;8;RUN_20260212T145821Z__A0007;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:58:22Z;2026-02-12T14:58:22Z;239;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145821Z;8;RUN_20260212T145821Z__A0004;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:58:22Z;2026-02-12T14:58:22Z;303;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145821Z;8;RUN_20260212T145821Z__A0008;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:58:22Z;2026-02-12T14:58:23Z;356;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145821Z;8;RUN_20260212T145821Z__A0005;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:58:22Z;2026-02-12T14:58:23Z;383;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145821Z;8;RUN_20260212T145821Z__A0006;SCENARIO_1;ADMIN;step_8;PUT /rest/products/1/reviews;HTTP_CALL;OWASP_JUICE_SHOP;/rest/products/1/reviews;PUT;2026-02-12T14:58:22Z;2026-02-12T14:58:23Z;438;OK;ALLOW;201;;;20;912d0c07da7bdb22cdae025b96da26d01523aaab7362edb28544e3949deb369d;
1.2;RUN_20260212T145821Z;9;RUN_20260212T145821Z__A0009;SCENARIO_1;STANDARD[1];step_9;POST /rest/user/login;HTTP_CALL;OWASP_JUICE_SHOP;/rest/user/login;POST;2026-02-12T14:58:23Z;2026-02-12T14:58:23Z;225;OK;ALLOW;200;;;792;8a3383a18f4a0175c85d559cfbebcd1d6c8d603f6a6bb93da4ceae0e2b3f5040;
1.2;RUN_20260212T145821Z;10;RUN_20260212T145821Z__A0010;SCENARIO_1;STANDARD[1];step_10;GET /metrics;HTTP_CALL;OWASP_JUICE_SHOP;/metrics;GET;2026-02-12T14:58:23Z;2026-02-12T14:58:23Z;245;OK;ALLOW;200;;;24749;78d6728e6a26a407ab3ea462f4cb772d6dae2177cc3583cd0a5af4845a36bf7c;
